10	10	1	4	1	2	2	3	3	8	8	6	
10	11	1	4	1	2	2	3	3	8	8	6	
10	12	1	4	1	2	2	3	3	8	8	6	
10	13	1	4	1	2	2	3	3	8	8	6	
10	14	1	4	1	2	3	3	8	5	8	7	
10	15	1	4	1	2	3	3	8	5	8	7	
10	16	1	4	1	2	3	3	8	5	8	7	
10	17	1	4	1	2	3	3	8	5	8	7	
10	18	1	4	1	2	3	3	8	5	8	7	
10	19	1	4	1	2	3	3	8	5	8	7	
10	20	1	4	1	2	1	3	8	4	8	5	
10	21	1	4	1	2	1	3	8	4	8	5	
10	22	1	4	1	2	1	3	8	4	8	5	
10	23	1	4	1	2	1	3	8	4	8	5	
10	24	1	4	1	2	2	3	5	3	4	8	
10	25	1	4	1	2	2	3	5	3	4	8	
10	26	1	4	1	2	2	3	5	3	4	8	
10	27	1	4	1	2	2	3	5	3	4	8	
10	28	1	4	1	2	2	3	5	3	4	8	
10	29	1	4	1	2	2	3	7	8	8	2	
10	30	1	4	1	2	2	3	7	8	8	2	
10	31	1	4	1	1	2	3	6	8	8	2	
10	32	1	4	1	1	2	3	6	8	8	2	
10	33	1	4	1	1	2	3	6	8	8	2	
10	34	1	4	1	2	2	2	8	5	8	5	
10	34	2	4	1	2	2	3	8	6	7	4	
10	35	1	4	1	2	2	2	8	5	8	5	
10	35	2	4	1	2	2	3	8	6	7	4	
10	36	1	4	1	2	3	2	8	8	8	6	
10	37	1	4	1	2	3	2	8	8	8	6	
10	38	1	4	1	2	1	3	8	8	7	3	
10	39	1	4	1	2	1	3	8	7	7	5	
10	40	1	4	1	1	2	2	6	7	8	6	
10	41	1	4	1	1	2	2	6	7	8	6	
10	42	1	4	1	1	2	1	8	8	1	8	
10	43	1	4	1	1	2	1	8	8	1	8	
10	44	1	4	1	2	3	3	6	8	5	6	
10	45	1	4	1	2	3	3	6	8	5	6	
10	46	1	4	1	2	3	1	6	6	5	7	
10	47	1	4	1	2	3	1	6	6	5	7	
10	48	0	4	
10	49	1	4	1	2	3	2	5	6	7	8	
10	50	1	4	1	2	3	2	5	6	7	8	
10	51	1	4	1	2	2	2	7	6	7	5	
10	52	1	4	1	2	2	2	7	6	7	5	
10	53	1	4	1	1	2	3	8	7	2	5	
10	54	1	4	1	1	2	3	8	7	2	5	
10	55	1	4	1	2	3	4	2	7	8	7	
10	56	1	4	1	2	3	4	2	7	8	7	
10	57	1	4	1	2	3	4	2	7	8	7	
10	58	1	4	1	2	3	1	6	3	8	7	
10	59	1	4	1	2	3	1	6	3	8	7	
10	60	1	4	1	2	1	2	7	8	7	8	
10	61	1	4	1	2	1	2	7	8	7	8	
10	62	1	4	1	2	3	1	4	8	2	5	
10	63	1	4	1	2	3	1	4	8	2	5	
10	64	1	4	1	2	3	4	6	6	4	8	
10	65	1	4	1	2	3	4	6	6	4	8	
10	66	1	4	1	1	1	2	8	8	8	6	
10	67	1	4	1	1	1	2	8	8	8	6	
10	68	1	4	1	1	1	2	8	8	8	6	
10	69	1	4	1	1	1	2	8	8	5	3	
10	70	1	4	1	1	1	2	8	8	5	3	
10	71	1	4	1	1	2	1	8	6	8	8	
10	71	2	4	1	1	2	3	5	8	8	3	
10	72	1	4	1	1	2	1	8	6	8	8	
10	72	2	4	1	1	2	3	5	8	8	3	
10	73	1	4	1	2	3	2	4	6	7	7	
10	74	1	4	1	2	3	2	4	6	7	7	
10	75	1	4	1	2	3	2	4	6	7	7	
10	76	1	4	1	2	1	3	8	3	7	6	
10	77	1	4	1	2	1	3	8	3	7	6	
10	78	1	4	1	2	3	2	1	6	7	8	
10	79	1	4	1	2	3	2	1	6	7	8	
10	80	1	4	1	2	2	3	8	8	7	7	
10	81	1	4	1	2	3	4	7	6	6	3	
10	82	1	4	1	2	1	1	6	7	3	7	
10	82	2	4	1	2	3	3	2	7	7	6	
10	83	1	4	1	2	1	1	6	7	3	7	
10	83	2	4	1	2	3	3	2	7	7	6	
10	84	1	4	1	1	2	3	4	7	4	8	
10	85	1	4	1	2	3	2	8	4	5	8	
10	86	1	4	1	2	3	2	8	4	5	8	
10	87	1	4	1	2	1	3	7	8	8	5	
10	88	1	4	1	2	1	3	7	8	8	5	
10	89	1	4	1	2	3	1	7	2	7	6	
10	90	1	4	1	2	3	1	7	2	7	6	
10	91	1	4	1	2	3	1	7	2	7	6	
10	92	1	4	1	2	3	3	6	7	6	7	
10	93	1	4	1	2	3	3	6	7	6	7	
10	94	1	4	1	2	3	4	7	7	5	8	
10	95	1	4	1	2	3	4	7	7	5	8	
10	96	1	4	1	2	3	4	5	8	5	5	
10	97	1	4	1	2	3	4	5	8	5	5	
10	98	1	4	1	2	3	4	7	7	8	4	
10	99	1	4	1	2	3	4	7	7	8	4	
10	100	1	4	1	2	2	2	6	6	6	7	
10	101	1	4	1	2	2	2	6	6	6	7	
10	102	1	4	1	2	2	2	6	6	6	7	
10	103	1	4	1	1	1	2	5	7	7	4	
10	104	1	4	1	1	1	2	5	7	7	4	
10	105	1	4	1	2	3	1	8	8	5	5	
10	106	1	4	1	2	3	1	8	8	5	5	
10	107	1	4	1	1	2	2	8	8	7	7	
10	108	1	4	1	1	2	2	8	8	7	7	
10	109	1	4	1	2	3	2	6	8	7	6	
10	110	1	4	1	2	3	2	6	8	7	6	
10	111	1	4	1	1	2	1	8	8	2	5	
10	111	2	4	1	2	1	1	5	5	5	7	
10	112	1	4	1	1	2	1	8	8	2	5	
10	112	2	4	1	2	1	1	5	5	5	7	
10	113	1	4	1	1	2	1	8	8	2	5	
10	113	2	4	1	2	1	1	5	5	5	7	
10	114	1	4	1	2	2	3	8	7	7	3	
10	115	1	4	1	2	3	1	8	6	8	5	
10	116	1	4	1	2	3	1	8	6	8	5	
10	117	1	4	1	2	3	3	5	1	6	8	
10	118	1	4	1	2	3	3	5	1	6	8	
10	119	1	4	1	2	3	3	5	1	6	8	
10	120	1	4	1	2	3	4	8	3	1	7	
10	121	1	4	1	2	3	4	8	3	1	7	
10	122	1	4	1	2	3	4	5	8	8	8	
10	123	1	4	1	2	3	4	5	8	8	8	
10	124	1	4	1	2	2	1	6	5	6	8	
10	125	1	4	1	2	2	1	6	5	6	8	
10	126	1	4	1	2	2	1	5	6	7	8	
10	127	1	4	1	2	1	3	6	5	8	8	
10	128	1	4	1	2	2	2	7	8	3	7	
10	129	1	4	1	2	2	2	7	8	3	7	
10	130	1	4	1	1	1	1	8	2	7	8	
10	130	2	4	1	1	2	1	5	8	3	7	
10	130	3	4	1	2	2	1	6	4	6	6	
10	131	1	4	1	1	1	1	8	2	7	8	
10	131	2	4	1	1	2	1	5	8	3	7	
10	131	3	4	1	2	2	1	6	4	6	6	
10	132	1	4	1	1	2	1	8	8	8	7	
10	132	2	4	1	2	3	1	3	2	8	8	
10	133	1	4	1	1	2	1	8	8	8	7	
10	133	2	4	1	2	3	1	3	2	8	8	
10	134	1	4	1	1	2	1	8	8	8	7	
10	134	2	4	1	2	3	1	3	2	8	8	
10	135	1	4	1	2	3	1	8	8	6	3	
10	136	1	4	1	2	3	1	8	8	6	3	
10	137	1	4	1	2	3	1	8	8	6	3	
10	138	1	4	1	2	3	4	6	8	6	1	
10	139	1	4	1	2	3	4	6	8	6	1	
10	140	1	4	1	2	2	3	8	6	5	6	
10	141	1	4	1	2	2	3	8	6	5	6	
10	142	1	4	1	2	1	3	7	4	4	7	
10	143	1	4	1	2	1	3	7	4	4	7	
10	144	1	4	1	2	1	3	7	4	4	7	
10	145	1	4	1	2	3	4	6	6	8	4	
10	146	1	4	1	2	3	4	6	6	8	4	
10	147	1	4	1	2	2	1	8	7	8	7	
10	148	1	4	1	2	2	1	8	7	8	7	
10	149	1	4	1	2	2	1	8	7	8	7	
10	150	0	4	
10	151	0	4	
10	152	0	4	
10	153	1	4	1	1	2	3	4	5	8	7	
